amount,is_foreign,new_device,Class
469.2680899768591,1,0,0
3010.121430917521,0,0,1
1316.7456935454493,0,0,0
912.9425537759532,1,0,0
169.62487046234628,0,0,0
169.5962919146052,1,0,0
59.838768608680674,1,0,0
2011.2308644799396,0,0,0
919.0821536272646,1,0,0
1231.2500617045903,0,0,0
20.799307999138623,0,0,0
3503.557475158312,0,0,0
1786.4295433546752,0,0,0
238.687625248947,0,0,0
200.67898874966338,0,0,0
202.61142283225706,1,0,0
362.75372946047713,1,0,0
743.9278308608544,1,0,0
565.5370667803367,0,0,0
344.2229925539415,0,0,0
946.3708738997987,0,0,0
150.23452872733867,0,1,0
345.51551200240226,0,0,0
456.27721822084703,1,0,0
608.934687859775,0,0,0
1537.936011030912,0,0,0
222.7358621286903,0,0,0
722.0291550331277,0,0,0
897.5047213097606,0,0,0
47.563849756408544,0,0,0
935.3330206496101,1,0,0
186.96125197741642,0,0,0
67.26393087930424,1,0,0
2973.6877935069306,0,0,0
3370.6303424611724,0,0,0
1652.3315728128766,1,0,0
363.2878599687583,0,0,0
102.77731500250624,0,0,0
1152.7507630986618,1,0,1
580.0908425853984,0,0,0
130.15223395444863,0,0,0
683.5472281341501,1,0,1
34.99372144347908,1,0,0
2400.4228873930238,0,0,0
299.4577768406861,0,0,0
1086.2557985649803,1,0,0
373.5465816576237,0,0,0
734.1108959092286,0,0,0
791.2237979817976,0,0,0
204.38859950790575,1,0,0
3492.8071327362263,0,0,0
1492.2453771381408,1,0,0
2805.094419291582,0,1,1
2252.1519975341967,0,0,0
911.054412383275,1,0,0
2549.435379269405,1,0,0
92.65545895311563,0,0,0
218.13469463126745,0,0,0
46.28196568683195,1,0,0
393.5320868030868,1,0,1
492.1302917942186,0,0,0
316.5604432088257,0,0,0
1764.557865240934,1,0,0
441.22699952987017,1,0,0
329.8028401342492,1,0,1
782.407083207746,0,0,0
151.89814782062885,0,0,0
1620.4835957747312,1,0,0
77.47586881130901,0,0,0
4334.14633958732,0,1,1
1479.4837762415114,0,0,0
221.53944050588595,0,0,0
5.537420375935475,0,0,0
1689.896777486126,1,0,0
1227.0959073870447,1,0,0
1305.662908787999,0,0,0
1475.2145260435134,0,0,0
76.92926551379635,0,0,0
443.8926724162325,1,0,0
123.15010460444965,0,1,1
1988.5295716582227,1,0,0
976.301191712374,0,0,0
401.818801251301,0,0,0
65.66806580478288,1,0,0
372.48835041035375,0,0,0
393.31421318413135,0,0,0
1307.8757839577409,0,0,0
1014.8893589260199,0,0,0
2182.251912401515,0,0,0
639.0661333763098,0,0,0
127.3723936155019,1,0,0
1249.1263443165994,1,0,0
1430.392753076864,1,0,0
823.8874948858288,0,0,0
1473.8899667213645,1,0,0
680.814731510278,0,0,0
739.6788387772671,0,0,0
557.8141939084273,0,0,0
25.74777399011373,1,0,0
114.16743519186583,0,0,0
31.933681293053823,1,0,1
1011.7295509275494,0,0,0
377.39670879509987,0,0,0
710.43717713419,0,0,0
2381.2655298459754,1,0,1
286.73882298329835,0,0,0
528.2819748826726,1,0,0
1408.7491475385834,1,0,0
259.805156917394,1,0,1
80.10427855017636,0,1,1
342.1403038870571,1,0,1
175.80835850006284,1,0,1
2654.9500858806246,0,0,0
1650.8870804845694,1,0,1
1003.494190520531,0,0,0
2051.519730520813,0,0,0
1627.9689407405565,0,0,0
206.49547635863908,0,1,1
2230.813405235561,0,0,1
775.099901966172,0,1,0
1647.3482913035662,1,0,0
2264.2426492862314,1,0,0
382.7307164183185,1,0,0
116.59216012385083,0,0,0
258.68674613938134,1,1,1
557.0576927486144,0,0,0
1703.829726638945,1,0,0
1971.3449718798333,0,0,0
6.976409181650647,0,1,0
714.8761593385558,1,1,1
540.2733209186713,0,0,0
251.1673382758245,0,0,0
127.68039154564681,1,0,0
411.9085798624325,0,0,0
2863.1211226911496,0,1,1
390.3838028814744,0,0,0
731.4528057601519,0,0,0
1214.0869768808548,0,0,0
451.97449896696236,1,0,1
3567.7981382916996,0,0,0
3282.009864541398,1,0,0
290.06129499220526,0,1,0
687.6592784638473,0,1,0
357.9304600790468,1,0,0
335.2496763810817,1,0,0
37.584477765522536,1,0,0
940.4920709825931,1,0,1
698.5196328296385,0,0,0
52.85108738039248,0,1,1
326.6259210103694,1,0,0
2388.8609510893402,0,0,0
273.86055214207704,0,0,0
156.53086098546976,0,0,0
672.2721094736362,1,0,0
4244.03698261526,0,0,0
277.1448135597262,0,0,0
1115.1550102972933,0,0,0
1433.8876262394629,1,0,1
271.3331723358058,0,0,0
1302.748928492316,0,0,0
458.522799264304,1,0,0
1000.5037477317713,1,0,0
1003.8378271376382,1,0,0
767.3852499523488,1,0,1
94.62915881162095,0,0,0
1803.644794246297,0,1,0
386.8102936673966,0,0,0
206.43210660755653,1,0,0
41.629759794345205,0,0,0
893.7784045945834,1,0,1
1131.8517342673488,1,0,0
16.72694755847062,0,0,0
717.6305845494884,0,0,0
256.8241470549577,0,0,0
1036.124341547692,0,0,0
191.60422253913376,0,0,0
1174.212527567719,1,0,0
488.9587009811018,0,0,0
2760.343817804307,0,0,0
147.94441343927895,0,0,0
417.13243399517177,1,0,1
120.44428503699642,1,0,1
2586.1903971507236,1,0,0
2098.333707160994,1,0,0
298.3273700614889,0,0,0
1078.7627390439145,0,1,1
1699.4840726392213,0,0,0
810.132360686508,0,0,0
754.2794101939461,1,0,0
276.8770454379031,0,0,0
97.72614047494073,0,0,0
2275.123225194523,1,0,1
2306.774427648427,1,0,0
1002.6699194828848,1,0,1
414.0465098113239,0,1,0
429.5676158116439,1,0,0
1294.4654297271181,0,0,0
2274.0973491072523,0,0,1
2181.1325693966132,1,0,0
1513.5621919309033,1,0,0
1027.310693567705,0,0,0
87.89172619608405,0,0,0
176.2942146834115,0,0,0
2288.2305001775057,0,0,0
932.4939469655895,1,0,0
9.23960561099441,0,0,0
106.99690143594933,1,0,0
1089.162387290241,1,0,0
5.074437051797003,0,1,1
175.31581610419906,0,0,0
795.6978461389317,0,0,0
1177.3152866548126,0,0,0
1055.4414821352486,0,1,0
253.9498673080245,0,0,0
1245.4172888985388,1,0,1
270.82375905280594,0,0,0
393.6349089180844,1,0,0
1372.3575516657907,0,0,0
1048.773814302768,1,0,0
1891.956077463401,1,0,1
1071.8132881697625,0,0,0
840.0443055872574,1,0,0
98.35706144841049,1,0,0
458.41630720702005,1,0,1
308.1601478588312,1,0,0
279.70020366242125,0,0,0
3612.309406162926,0,0,0
499.3874970400238,0,0,0
2226.055211248523,0,0,0
997.3343857364831,1,0,0
1583.8252526883998,1,0,0
698.4353243887705,0,0,0
860.155902641585,1,0,0
678.2934333416935,1,1,1
217.2148953252385,0,1,1
1281.7618030658039,0,0,0
329.57736836626293,0,0,0
24.616481080688615,1,0,0
1036.968786295274,1,0,0
194.9335702248227,0,0,0
2821.083147273303,0,0,0
3077.5624127880233,1,0,0
2463.5098846338415,1,0,1
462.28739649736673,1,0,0
15.577315371944383,1,0,0
2635.52345733189,0,0,0
558.9382770530614,0,0,0
3400.842016122056,0,0,0
3313.7354761302054,1,0,1
1917.387017179419,0,0,0
348.7760681721603,1,0,0
486.29193209869356,0,0,0
1904.7266524780798,1,0,0
381.1462314307171,0,0,0
185.71861629575477,0,0,0
813.7369920602277,1,0,0
2751.2934708070416,0,0,0
1190.8255977579372,1,0,0
844.1123364356555,0,0,0
102.22819734932288,0,0,0
954.5307155177177,1,0,0
4610.569747846317,1,0,1
150.92058664226414,0,0,0
730.4953249815037,1,0,0
2098.6086379007943,0,0,0
1350.0342483536701,0,0,0
1194.074425301673,0,0,0
1212.28755622449,0,0,0
445.4923423149491,0,0,0
347.56208426709514,0,0,0
1657.3745072597123,0,0,0
1661.3281990870287,1,0,0
2017.9500473679147,0,0,0
2444.6159618366364,1,0,0
716.0932369329037,1,0,0
696.1843775511992,0,0,0
1600.9499323084874,0,0,0
1049.7190748878002,0,0,0
1210.550648511517,1,0,1
1588.6194749542049,0,0,0
2207.323476346767,0,0,0
412.4824071376542,1,0,1
470.93678872755635,1,0,0
98.69603918736055,0,0,0
863.4140266094347,0,0,0
36.604104210856995,1,0,0
626.6069481821096,1,0,0
782.294585687126,0,0,0
337.6306603145225,0,0,0
893.6325301461753,1,0,0
30.975062101474546,1,0,0
38.06349928278938,1,0,0
1729.351369538136,0,0,0
446.5850242077447,1,0,0
135.88904129742798,0,0,0
738.6535882790156,0,0,0
1469.6479404457352,1,0,0
243.11800342990335,0,0,0
975.2196186564929,1,0,1
89.21102898989729,0,0,0
53.0650959103094,1,0,0
757.9089406255209,0,0,0
777.9104426947422,1,0,0
1014.5374482046159,0,0,0
1294.9605629166842,1,0,0
3723.557008699993,1,0,0
726.2911192303562,0,0,0
390.0197141059788,0,0,0
1585.6539797326864,0,0,0
315.8514654361373,1,1,1
577.9834312733013,0,0,0
81.7051685836699,0,0,0
25.67760954147438,0,0,0
3287.379923268602,1,0,1
1807.7676421150625,0,0,0
1190.6427327993417,0,0,0
525.8596444651419,1,0,0
190.30653614210874,1,0,0
170.12074157285414,0,0,0
288.0059891265836,1,0,0
796.7906483133146,1,0,0
1253.8492877767758,0,0,0
1079.3903496967985,0,1,0
328.41226138899594,1,0,0
3098.1034985563065,0,0,0
1339.0174048752262,0,0,0
808.2304819313313,0,0,0
946.0304720374351,1,0,0
544.0378655320513,0,0,0
284.6612922740635,1,0,0
440.0141293231124,0,0,0
1418.1818477567133,1,1,1
14.498079720804276,1,1,1
123.38039223997605,0,0,0
47.09437695252053,1,0,0
41.581451917292426,0,0,0
1934.2030336156586,1,0,0
1216.2406117006883,0,0,0
642.7845944128924,0,0,0
102.95691844781325,1,0,0
676.5179657972333,1,1,1
641.4503320943712,0,0,0
190.19471280022498,0,0,0
568.8991313023238,0,0,0
508.3366145832069,1,0,0
956.7224329131345,0,0,0
1008.1145360409121,0,1,1
46.36232402053473,0,0,0
469.3840046550615,1,0,0
983.1249947827285,0,0,0
699.4394526077897,0,0,0
1941.3494531754386,0,0,0
1074.9747640549979,0,0,0
177.8528687673073,1,0,1
73.18243625624083,1,0,0
1028.394147108891,1,0,1
26.86907266739443,0,0,0
881.3473778072906,1,0,1
2817.255455387152,0,0,0
856.7824455775444,0,0,0
491.3006922239073,1,0,0
1030.827157844982,0,0,0
612.9559740510913,0,0,0
788.8143605763202,1,1,1
2838.127146232999,0,1,1
487.9275273501871,1,0,1
3249.091861506754,1,0,0
2357.576183769919,0,0,0
217.89626094045,0,0,0
71.88415530315702,0,0,0
106.22533548163021,0,0,0
18.389887847233705,0,0,0
99.20501165575413,1,0,0
1148.874872577167,0,0,0
73.84962694642702,0,0,0
384.1571882948685,0,0,0
1863.526040097277,0,0,0
23.54700318071151,1,0,0
1684.5305061859585,0,0,0
331.08346683962947,1,0,0
125.75011982910763,0,0,0
1193.1554084399133,0,0,0
991.3991764332203,0,0,0
2099.4158140869467,0,0,1
1328.2935787644003,1,0,0
1626.9958059939781,0,0,0
331.3338623067386,1,0,0
195.33329604044698,0,0,0
1388.7563960054247,1,0,0
1644.2091832434196,0,0,0
4657.004890140231,0,0,0
532.079354152605,0,0,0
465.2439119617327,0,0,0
1497.954503343587,1,0,0
416.73367093075314,0,0,0
